,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
560,30086,RUTE,2021,29.75638,-93.11006,0,0,fenced,,76,76,0,TRUE,,57,0,0,,N,N,,,20,5,D,D,D,D,,,D,D,20,20,5,5,5,77,77,LETE,0,0,0,FALSE,TRUE,FALSE,72,72,72,77,77,,,2,5,0,2E,coyote,72|77,2E|coyote,0|5,,,
561,30087,RUTE,2021,29.75616,-93.10882,1,5,fenced,,76,76,0,TRUE,,57,0,0,,N,N,,,20,5,D,D,D,D,,,D,D,20,20,5,5,5,77,77,LETE,0,0,0,FALSE,TRUE,FALSE,72,72,72,77,77,,,2,5,0,1E,coyote,72|77,1E|coyote,0|5,,,
562,30088,RUTW,2021,29.77167,-93.17757,20,15,none,,83,83,0,TRUE,,64,,0,,N,N,,,,5,S,S,S,S,,,S,S,10,10,5,5,5,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,69,69,69,74,74,,,2,5,0,2E,0E,69|74,2E|0E,0|5,,,
563,30089,RUTE,2021,29.75618,-93.10878,0,0,fenced,,81,81,0,TRUE,,62,,0,,N,N,,,,4,U-H,U-H,U-H,U-H,,,U-H,U-H,19,19,4,4,4,81,81,LETE,0,0,0,FALSE,TRUE,TRUE,72,77,77,81,81,,,3,9,0,2E,0E,72|77|81,2E|2E|0E,0|5|4,,,"could have hatched, no evidence of disturbance"
564,30091,RUTW,2021,29.76954,-93.16965,0,0,none,,88,88,0,TRUE,,69,,0,,N,N,,,,9,F,F,F,F,,,F,F,17,17,9,9,9,86,86,LETE,0,0,0,FALSE,TRUE,FALSE,74,77,77,86,86,,,3,12,0,2E,0E,74|77|86,2E|2E|0E,0|3|9,,,
565,30092,RUTW,2021,29.77162,-93.17829,0,0,none,,92,92,0,TRUE,,73,,0,,N,N,,,,9,D,D,D,D,,,D,D,13,13,9,9,9,86,86,LETE,1,0,0,FALSE,TRUE,FALSE,74,77,77,86,86,,,3,12,0,1E,0E,74|77|86,1E|1E|0E,0|3|9,,,
566,30093,RUTW,2021,29.7717,-93.17924,5,15,none,,77,77,0,TRUE,,58,,0,,N,N,,,,3,U-H,U-H,U-H,U-H,,,U-H,U-H,19,19,3,3,3,77,77,LETE,0,0,0,FALSE,TRUE,TRUE,74,74,74,77,77,,,2,3,0,3E,0E,74|77,3E|0E,0|3,,,"6/26: no eggs, but very likely could have hatched, saw no evidence of failure"
567,30095,RUTE,2021,29.75939,-93.1224,0,0,fenced,,93,93,0,TRUE,,74,0,0,,N,N,,,7,4,F,F,F,F,,,F,F,7,7,4,4,4,81,81,LETE,1,0,0,FALSE,TRUE,FALSE,77,77,77,81,81,,,2,4,0,2E,0E,77|81,2E|0E,0|4,,,
568,30096,RUTE,2021,29.75834,-93.11926,80,65,fenced,,97,97,0,TRUE,,81,0,0,,N,N,,,12,7,D,D,D,D,,,D,D,12,12,7,7,7,93,93,CONI,1,0,0,FALSE,TRUE,FALSE,81,86,86,93,93,,,3,12,0,2E,0E,81|86|93,2E|2E|0E,0|5|7,,,coyote tracks on 7/12
569,30097,RUTE,2021,29.7578,-93.11575,0,0,fenced,,101,102,1,FALSE,,83,1,0,0.00990099,Y,Y,N,,20,4,H,H,H,H,H,H,H,H,19,20,4,4,0,102,102,LETE,0,1,1,FALSE,FALSE,FALSE,86,102,102,102,102,,,5,16,0,2E,"1E, 1C",86|89|94|98|102,"2E|2E|2E|2E|1E, 1C",0|3|5|4|4,,,
570,30098,RUTE,2021,29.75701,-93.11245,0,0,fenced,,104,104,0,TRUE,,85,0,0,,N,N,,,4,3,D,D,D,D,,,D,D,4,4,3,3,3,89,89,LETE,1,0,0,FALSE,TRUE,FALSE,86,86,86,89,89,,,2,3,0,1E,0E,86|89,1E|0E,0|3,,,
571,30100,BROW,2021,29.77344,-93.29399,30,40,none,,38,38,0,TRUE,,10,0,0,,N,N,,,13,4,S,S,S,S,,,S,S,13,13,4,4,4,23,23,WIPL,1,0,0,FALSE,TRUE,FALSE,15,19,19,23,23,,,3,8,0,3E,0E,15|19|23,3E|3E|0E,0|4|4,,,"3 May: parents weren't in area upon searching, debris was washed up and no eggs were found by popsicle stick"
572,30102,RUTE,2021,29.75622,-93.10995,,,fenced,,43,43,0,TRUE,,24,,0,,N,N,,,,4,U,U,U,U,,,U,U,19,19,4,4,4,43,43,LETE,0,0,0,FALSE,TRUE,TRUE,24,39,39,43,43,,,6,19,0,2E,0E,24|31|34|35|39|43,1E|2E|2E|BON|2E|0E,0|7|3|1|4|4,,,
573,30103,RUTE,2021,29.75543,-93.10677,,,fenced,,43,43,0,TRUE,,24,0,0,,N,N,,,11,4,D,D,D,D,,,D,D,11,11,4,4,4,35,35,LETE,1,0,0,FALSE,TRUE,FALSE,24,31,31,35,35,,,3,11,0,2E,coyote,24|31|35,1E|2E|coyote,0|7|4,,,
574,30104,RUTE,2021,29.75731,-93.11316,,,fenced,C,56,56,0,TRUE,,37,0,0,,Y,Y,N,D,2,4,D,D,D,D,D,D,D,D,2,2,4,4,4,39,39,LETE,1,0,0,FALSE,FALSE,FALSE,31,35,35,39,39,,,3,8,0,BON,0E,31|35|39,2E|BON|0E,0|4|4,,,
575,30105,RUTE,2021,29.75716,-93.11281,,,fenced,,53,53,0,TRUE,,34,0,0,,N,N,,,9,4,F,F,F,F,,,F,F,9,9,4,4,4,43,43,LETE,1,0,0,FALSE,TRUE,FALSE,31,39,39,43,43,,,4,12,0,3E,0E,31|35|39|43,3E|BON|3E|0E,0|4|4|4,,,
576,30106,RUTW,2021,29.77077,-93.1784,,,none,,46,46,0,TRUE,,27,,0,,N,N,,,,5,S,S,S,S,,,S,S,12,12,5,5,5,39,39,LETE,1,0,0,FALSE,TRUE,FALSE,34,34,34,39,39,,,2,5,0,3E,0E,34|39,3E|0E,0|5,,,no popsicle stick located; no eggs seen in area
577,30107,RUTW,2021,29.77063,-93.17722,,,none,,47,47,0,TRUE,,28,,0,,N,N,,,,5,S,S,S,S,,,S,S,11,11,5,5,5,39,39,LETE,1,0,0,FALSE,TRUE,FALSE,34,34,34,39,39,,,2,5,0,2E,0E,34|39,2E|0E,0|5,,,no popsicle stick located; no eggs seen in area
578,30108,RUTW,2021,29.77045,-93.17622,,,none,,49,49,0,TRUE,,30,,0,,N,N,,,,5,S,S,S,S,,,S,S,9,9,5,5,5,39,39,LETE,1,0,0,FALSE,TRUE,FALSE,34,34,34,39,39,,,2,5,0,1E,W,34|39,1E|W,0|5,,,popsicle stick was washed out of the sand; no eggs seen in general area
579,30109,RUTE,2021,29.75604,-93.10871,,,fenced,,39,39,0,TRUE,,20,0,0,,N,N,,,23,4,D,D,D,D,,,D,D,23,23,4,4,4,43,43,LETE,0,0,0,FALSE,TRUE,FALSE,35,39,39,43,43,,,3,8,1,2E,0E,35|39|43,2E|2E|0E,0|4|4,,,
580,30110,RUTW,2021,29.76577,-93.1519,0,0,none,,54,54,0,TRUE,,35,,0,,N,N,,,,8,U,U,U,U,,,U,U,19,19,8,8,8,54,54,LETE,0,0,0,FALSE,TRUE,TRUE,42,46,46,54,54,,,3,12,0,2E,0E,42|46|54,2E|2E|0E,0|4|8,,,"6/3: hatch date, but no eggs or chicks seen. no evidence of being run over or predators."
581,30111,RUTE,2021,29.75746,-93.11464,0,0,fenced,,52,52,0,TRUE,,33,,0,,N,N,,,,6,U,U,U,U,,,U,U,19,19,6,6,6,52,52,LETE,0,0,0,FALSE,TRUE,TRUE,43,46,46,52,52,,,3,9,0,2E,0E,43|46|52,2E|2E|0E,0|3|6,,,
582,30112,RUTW,2021,29.7652,-93.14928,0,0,none,,64,64,0,TRUE,,45,,0,,N,N,,,,8,Hu,Hu,Hu,Hu,,,Hu,Hu,9,9,8,8,8,54,54,LETE,1,0,0,FALSE,TRUE,FALSE,46,46,46,54,54,,,2,8,0,1E,Hu,46|54,1E|Hu,0|8,,,6/3: nest run over
583,30113,RUTE,2021,29.75923,-93.1211,0,0,fenced,,62,62,0,TRUE,,43,0,0,,N,N,,,9,6,D,D,D,D,,,D,D,9,9,6,6,6,52,52,LETE,1,0,0,FALSE,TRUE,FALSE,46,46,46,52,52,,,2,6,0,2E,coyote,46|52,2E|coyote,0|6,,,
584,30114,RUTE,2021,29.75776,-93.1158,0,0,fenced,,47,47,0,TRUE,,28,,0,,N,N,,,,6,U,U,U,U,,,U,U,24,24,6,6,6,52,52,LETE,0,0,0,FALSE,TRUE,TRUE,46,46,46,52,52,,,2,6,1,starr,0E,46|52,starr|0E,0|6,,,
585,30115,RUTE,2021,29.75636,-93.10936,0,0,fenced,,61,61,0,TRUE,,42,,0,,N,N,,,,4,U-H,U-H,U-H,U-H,,,U-H,U-H,27,27,4,4,4,69,69,LETE,0,0,0,FALSE,TRUE,TRUE,46,65,65,69,69,,,6,23,1,1E,0E,46|52|57|61|65|69,1E|1E|1E|1E|1E|0E,0|6|5|4|4|4,,,"U, but possibliy hatched, no evidence of predation or other disturbance"
586,30116,RUTE,2021,29.75944,-93.1218,0,0,fenced,,61,61,0,TRUE,,42,0,0,,N,N,,,15,5,F,F,F,F,,,F,F,15,15,5,5,5,57,57,LETE,1,0,0,FALSE,TRUE,FALSE,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
587,30117,RUTE,2021,29.75714,-93.11253,0,0,fenced,,65,65,0,TRUE,,46,0,0,,N,N,,,11,5,F,F,F,F,,,F,F,11,11,5,5,5,57,57,LETE,1,0,0,FALSE,TRUE,FALSE,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
588,30118,RUTE,2021,29.75655,-93.11017,0,0,fenced,,66,66,0,TRUE,,47,0,0,,N,N,,,10,5,F,F,F,F,,,F,F,10,10,5,5,5,57,57,LETE,1,0,0,FALSE,TRUE,FALSE,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
589,30119,RUTE,2021,29.75567,-93.10702,0,0,fenced,,56,56,0,TRUE,,37,,0,,N,N,,,,9,U-D,U-D,U-D,U-D,,,U-D,U-D,24,24,9,9,9,61,61,LETE,0,0,0,FALSE,TRUE,FALSE,52,52,52,61,61,,,2,9,1,2E,0E,52|61,2E|0E,0|9,,,"possibly depredated by coyote, but uncertain"
590,30120,RUTW,2021,29.76399,-93.14401,0,0,none,,57,57,0,TRUE,,38,,0,,N,N,,,,4,U-H,U-H,U-H,U-H,,,U-H,U-H,20,20,4,4,4,58,58,LETE,0,0,0,FALSE,TRUE,TRUE,54,54,54,58,58,,,2,4,0,2E,0E,54|58,2E|0E,0|4,,,"U, but possibliy hatched, no evidence of predation or other disturbance"
591,30121,RUTW,2021,29.76682,-93.15689,0,0,none,,66,66,0,TRUE,,47,,0,,N,N,,,,3,Hu,Hu,Hu,Hu,,,Hu,Hu,14,14,3,3,3,61,61,LETE,1,0,0,FALSE,TRUE,FALSE,54,58,58,61,61,,,3,7,0,3E,Hu,54|58|61,3E|3E|Hu,0|4|3,,,6/10: nest run over
592,30919,RUTE,2021,29.75918,-93.11983,,,fenced,,55,55,0,TRUE,,39,0,0,,Y,Y,N,A,26,8,A,A,A,A,A,A,A,A,26,26,8,8,3,65,65,CONI,0,0,0,FALSE,FALSE,FALSE,52,57,62,65,62,62,62,3,13,1,1E,abandon,52|57|65,1E|1E|abandon,0|5|8,,,
593,30123,RUTE,2021,29.75611,-93.10704,50,30,none,,60,61,1,FALSE,,33,1,0,,N,N,,,29,3,H,H,H,H,,,H,H,28,29,3,3,0,61,61,WIPL,0,1,0,TRUE,TRUE,FALSE,58,61,61,61,61,,,2,3,0,3E,1E,58|61,3E|1E,0|3,,,
594,30922,RUTE,2021,29.75777,-93.11346,40,30,fenced,,54,55,1,FALSE,,39,1,0,0.018518519,Y,Y,N,H,19,5,H,H,H,H,H,H,H,H,18,19,5,5,2,57,57,CONI,0,1,1,FALSE,FALSE,FALSE,52,55,55,55,55,55,55,3,5,0,hatch?,2C,52|55|57,2E|hatch?|2C,0|3|2,penult should have been remo ved,,
595,30126,RUTE,2021,29.75915,-93.1208,0,0,fenced,,65,65,0,TRUE,,46,,0,,N,N,,,,4,U-H,U-H,U-H,U-H,,,U-H,U-H,23,23,4,4,4,69,69,LETE,0,0,0,FALSE,TRUE,TRUE,61,65,65,69,69,,,3,8,1,2E,U,61|65|69,2E|2E|U,0|4|4,,,"possibly hatched, uncertain"
596,30127,RUTE,2021,29.75803,-93.11584,0,0,fenced,,65,69,4,FALSE,,50,4,0,,N,N,,,23,4,H,H,H,H,,,H,H,19,23,4,4,0,69,69,LETE,0,1,0,TRUE,TRUE,FALSE,61,69,69,69,69,,,3,8,1,2E,"1C, 1E",61|65|69,"2E|2E|1C, 1E",0|4|4,,,
597,30128,RUTW,2021,29.76368,-93.14198,0,0,none,,80,80,0,TRUE,,61,,0,,N,N,,,,5,F,F,F,F,,,F,F,13,13,5,5,5,74,74,LETE,1,0,0,FALSE,TRUE,FALSE,65,69,69,74,74,,,3,9,0,2E,0E,65|69|74,2E|2E|0E,0|4|5,,,
598,30129,RUTW,2021,29.76642,-93.15433,0,0,none,,77,77,0,TRUE,,58,,0,,N,N,,,,4,F,F,F,F,,,F,F,11,11,4,4,4,69,69,LETE,1,0,0,FALSE,TRUE,FALSE,65,65,65,69,69,,,2,4,0,3E,0E,65|69,3E|0E,0|4,,,"6/18: nest stick gone, but no evidence of tracks in area"
599,30130,RUTE,2021,29.75797,-93.11678,0,0,fenced,,69,69,0,TRUE,,50,,0,,N,N,,,,3,U-H,U-H,U-H,U-H,,,U-H,U-H,22,22,3,3,3,72,72,LETE,0,0,0,FALSE,TRUE,TRUE,65,69,69,72,72,,,3,7,1,3E,0E,65|69|72,3E|3E|0E,0|4|3,,,"likely hatched, as it was past the hatch date and had no evidence of depredation/other disturbance"
600,30131,RUTE,2021,29.75743,-93.11392,0,0,fenced,,84,84,0,TRUE,,65,0,0,,N,N,,,12,5,F,F,F,F,,,F,F,12,12,5,5,5,77,77,LETE,1,0,0,FALSE,TRUE,FALSE,72,72,72,77,77,,,2,5,0,2E,0E,72|77,2E|0E,0|5,,,
601,30132,HBRB,2021,29.76509,-93.37422,0,0,fenced,,91,91,0,TRUE,,72,0,0,,N,N,,,15,8,F,F,F,F,,,F,F,15,15,8,8,8,87,87,LETE,1,0,0,FALSE,TRUE,FALSE,76,79,79,87,87,,,3,11,0,1E,fail,76|79|87,1E|1E|fail,0|3|8,,,"unknown reason for failure, no evidence seen"
602,30133,RUTE,2021,29.75859,-93.11987,0,0,fenced,,92,92,0,TRUE,,73,,0,,N,N,,,,5,U-H,U-H,U-H,U-H,,,U-H,U-H,21,21,5,5,5,94,94,LETE,0,0,0,FALSE,TRUE,TRUE,77,89,89,94,94,,,5,17,0,2E,0E,77|81|86|89|94,2E|2E|BON|2E|0E,0|4|5|3|5,,,"could have hatched, but uncertain"
603,30134,RUTE,2021,29.75689,-93.11258,0,0,fenced,,81,81,0,TRUE,,62,,0,,N,N,,,,4,U,U,U,U,,,U,U,19,19,4,4,4,81,81,LETE,0,0,0,FALSE,TRUE,TRUE,77,77,77,81,81,,,2,4,0,2E,0E,77|81,2E|0E,0|4,,,coyote tracks were in the area but could have hatched
604,30135,RUTE,2021,29.75545,-93.10667,0,0,fenced,,81,81,0,TRUE,,62,0,0,,N,N,,,24,5,D,D,D,D,,,D,D,24,24,5,5,5,86,86,LETE,0,0,0,FALSE,TRUE,FALSE,77,81,81,86,86,,,3,9,1,2E,coyote,77|81|86,2E|2E|coyote,0|4|5,,,
605,30136,RUTE,2021,29.75915,-93.12195,0,0,fenced,,96,96,0,TRUE,,77,0,0,,N,N,,,16,4,U-F,U-F,U-F,U-F,,,U-F,U-F,16,16,4,4,4,93,93,LETE,1,0,0,FALSE,TRUE,FALSE,89,89,89,93,93,,,4,4,0,3E,0E,81|86|89|93,2E|3E|3E|0E,0|5|3|4,,,"no tracks seen, uncertain failure"
606,30137,RUTE,2021,29.75843,-93.11989,0,0,fenced,,94,94,0,TRUE,,75,0,0,,N,N,,,18,4,D,D,D,D,,,,,18,18,4,4,4,93,93,LETE,0,0,0,FALSE,TRUE,FALSE,81,89,89,93,93,,,4,12,0,2E,0E,81|86|89|93,2E|2E|2E|0E,0|5|3|4,,,"field photos 7/12 show coyote tracks; could have hatched, but uncertain; changed fate to D based on field photos"
607,30138,RUTE,2021,29.75833,-93.12076,0,0,none,,85,85,0,TRUE,,66,0,0,,N,N,,,18,1,Hu,Hu,Hu,Hu,,,Hu,Hu,18,18,1,1,1,84,84,LETE,0,0,0,FALSE,TRUE,FALSE,81,83,83,84,84,,,3,3,0,2E,F,81|83|84,2E|2E|F,0|2|1,,,"6/3: no tern parents around. human footprints and ?dog? prints. so it seems it failed due to human disturbance, either stepped on by dog or human"
608,30139,RUTE,2021,29.75921,-93.12154,0,0,fenced,,,,,TRUE,,,,0,,N,N,,,,5,U,U,U,U,,,U,U,,,5,5,5,94,94,LETE,,0,0,FALSE,TRUE,TRUE,89,89,89,94,94,,,2,5,,2E,0E,89|94,2E|0E,0|5,,,
609,30140,RUTE,2021,29.75629,-93.10875,0,0,fenced,,101,101,0,TRUE,,82,0,0,,N,N,,,12,5,F,F,F,F,,,,,12,12,5,5,5,94,94,LETE,1,0,0,FALSE,TRUE,FALSE,89,89,89,94,94,,,2,5,0,3E,0E,89|94,3E|0E,0|5,,,"unknown cause of failure, no tracks seen"
610,30142,RUTW,2021,29.76523,-93.14834,0,0,none,,106,106,0,TRUE,,87,,0,,N,N,,,,5,D,D,D,D,,,D,D,12,12,5,5,5,99,99,LETE,1,0,0,FALSE,TRUE,FALSE,94,94,94,99,99,,,2,5,0,2E,coyote,94|99,2E|coyote,0|5,,,
611,30143,RUTW,2021,29.76642,-93.15595,0,0,none,,109,109,0,TRUE,,90,,0,,N,N,,,,3,Hu,Hu,Hu,Hu,,,,,12,12,3,3,3,102,102,LETE,1,0,0,FALSE,TRUE,FALSE,94,99,99,102,102,,,3,8,0,2E,0E,94|99|102,2E|2E|0E,0|5|3,,,"7/21: nest stick knocked out, most likely run over"
612,30924,RUTE,2021,29.75795,-93.11799,,,fenced,,62,66,4,FALSE,,50,4,1,0.064516129,Y,Y,N,H,23,4,H,H,H,H,H,H,H,H,19,23,3,3,3,69,69,CONI,0,1,1,FALSE,FALSE,FALSE,52,67,66,67,66,66,66,5,17,1,2E,0E,52|57|61|65|69,2E|2E|2E|2E|0E,0|5|4|4|3,,,found an egg with top neatly cut off: hatched. there was a plastic bag over the area where the chicks/eggs would have been
613,30302,RUTE,2021,29.75878,-93.12026,0,0,fenced,,,,,TRUE,,,,0,,N,N,,,,5,U,U,U,U,,,U,U,,,5,5,5,94,94,LETE,,0,0,FALSE,TRUE,TRUE,89,89,89,94,94,,,2,5,,2E,0E,89|94,2E|0E,0|5,,,
614,30303,RUTW,2021,29.76966,-93.16782,20,5,none,,100,100,0,TRUE,,81,,0,,N,N,,,,5,F,F,F,F,,,F,F,18,18,5,5,5,99,99,LETE,0,0,0,FALSE,TRUE,FALSE,94,94,94,99,99,,,2,5,0,2E,0E,94|99,2E|0E,0|5,,,
615,30304,RUTE,2021,29.75876,-93.11959,0,0,fenced,,100,100,0,TRUE,,81,0,0,,N,N,,,17,4,D,D,D,D,,,D,D,17,17,4,4,4,98,98,LETE,0,0,0,FALSE,TRUE,FALSE,94,94,94,98,98,,,2,4,0,2E,coyote,94|98,2E|coyote,0|4,,,
616,30305,RUTE,2021,29.75736,-93.11361,0,0,fenced,,110,110,0,TRUE,,91,,0,,N,N,,,,4,F,F,F,F,,,,,11,11,4,4,4,102,102,LETE,1,0,0,FALSE,TRUE,FALSE,94,98,98,102,102,,,3,8,0,2E,0E,94|98|102,2E|2E|0E,0|4|4,,,changing to F based on est hatch date
617,30306,HBRB,2021,29.76513,-93.3754,0,0,fenced,,114,118,4,FALSE,,99,4,0,,N,N,,,23,3,H,H,H,H,,,H,H,19,23,3,3,0,118,118,LETE,0,1,0,TRUE,TRUE,FALSE,96,118,118,118,118,,,6,22,1,2E,2C,96|101|104|111|115|118,1E|2E|2E|2E|2E|2C,0|5|3|7|4|3,,,
618,30308,RUTE,2021,29.75793,-93.11652,0,0,fenced,,115,115,0,TRUE,,96,0,0,,N,N,,,10,2,D,D,D,D,,,D,D,10,10,2,2,2,104,104,LETE,1,0,0,FALSE,TRUE,FALSE,98,102,102,106,106,,,4,6,0,0E,coyote,98|102|104|106,2E|2E|0E|coyote,0|4|2|2,wrong final obs date - changed,,
619,30933,RUTW,2021,29.76475,-93.14895,50,50,none,,65,67,2,FALSE,,51,2,2,0.030769231,Y,Y,N,H,20,4,H,H,H,H,H,H,H,H,18,20,2,2,2,69,69,CONI,0,1,1,FALSE,FALSE,FALSE,54,68,67,68,67,67,67,5,15,0,2E,2C (1-4 d,54|58|61|65|69,2E|2E|2E|2E|2C (1-4 d,0|4|3|4|2,,,"field notes from 6/18? Was the camera already on 933 and repositioned? Time is within 2 minutes, must be same nest or right nearby"
620,30310,RUTW,2021,29.76807,-93.16226,0,0,none,,100,100,0,TRUE,,81,,0,,N,N,,,,3,U,U,U,U,,,U,U,21,21,3,3,3,102,102,LETE,0,0,0,FALSE,TRUE,TRUE,99,99,99,102,102,,,2,3,0,2E,0E,99|102,2E|0E,0|3,,,any field notes for this one? Possible hatch evidence?
621,30311,RUTW,2021,29.76958,-93.16798,0,0,none,,118,118,0,TRUE,,99,,0,,N,N,,,,3,F,F,F,F,,,,,3,3,3,3,3,102,102,LETE,1,0,0,FALSE,TRUE,FALSE,99,99,99,102,102,,,2,3,0,1E,0E,99|102,1E|0E,0|3,,,
622,30312,RUTW,2021,29.77182,-93.1824,80,50,none,,106,106,0,TRUE,,90,,0,,N,N,,,,3,F,F,F,F,,,,,12,12,3,3,3,102,102,CONI,1,0,0,FALSE,TRUE,FALSE,99,99,99,102,102,,,2,3,0,2E,0E,99|102,2E|0E,0|3,,,7/18: 2E both about vertical on the bottom. 2023 changing to F based on hatch date
623,30313,HBRB,2021,29.76546,-93.37875,0,0,none,,113,118,5,FALSE,,99,5,4,,N,N,,,24,3,H,H,H,H,,,H,H,19,24,7,7,0,118,118,LETE,0,1,0,TRUE,TRUE,FALSE,101,118,118,118,118,,,5,17,1,not f,1C,101|104|111|115|118,2E|2E|2E|not f|1C,0|3|7|4|3,changed interval to exclude obs where not found,,
624,30314,HBRB,2021,29.76549,-93.37847,0,0,fenced,,107,111,4,FALSE,,92,4,0,,N,N,,,23,7,H,H,H,H,,,H,H,19,23,7,7,0,111,111,LETE,0,1,0,TRUE,TRUE,FALSE,101,111,111,111,111,,,3,10,1,2E,hatching,101|104|111,2E|2E|hatching,0|3|7,,,
625,30316,HBRB,2021,29.76512,-93.37562,0,0,fenced,,118,121,3,FALSE,,102,3,0,,N,N,,,22,3,H,H,H,H,,,H,H,19,22,3,3,0,121,121,LETE,0,1,0,TRUE,TRUE,FALSE,101,121,121,121,121,,,6,20,1,2E,1C,101|104|111|115|118|121,2E|2E|2E|2E|2E|1C,0|3|7|4|3|3,,,Only one chick in nest. No sign of second egg or chick.
626,30317,HBRB,2021,29.76484,-93.3741,0,0,none,,,121,,FALSE,,,,0,,N,N,,,,3,H,H,H,H,,,H,H,,,3,3,0,121,121,BLSK,,1,0,TRUE,TRUE,FALSE,101,121,121,121,121,,,6,20,,4E,"2E,2C",101|104|111|115|118|121,"3E|4E|4E|4E|4E|2E,2C",0|3|7|4|3|3,,,"Two chicks had hatched on the 9th, third and fourth eggs hatched some time between the 9th and 12th."
627,30318,HBRB,2021,29.76492,-93.37388,0,20,fenced,,,138,,FALSE,,,,0,,N,N,,,,7,H,H,H,H,,,H,H,,,7,7,0,138,138,BLSK,,1,0,TRUE,TRUE,FALSE,121,138,138,138,138,,,5,17,,3E,pipp,121|124|128|131|138,3E|3E|3E|3E|pipp,0|3|4|3|7,,,All 3 chicks alive and hiding in grass just north of nest cup on Aug 30th
628,30319,HBRB,2021,29.76493,-93.375,0,0,none,,,,,TRUE,,,,0,,N,N,,,,4,D,D,D,D,,,D,D,,,4,4,3,135,135,BLSK,,0,0,FALSE,TRUE,FALSE,124,132,132,135,135,,,4,11,,1E,fail,124|128|131|135,1E|3E|1E|fail,0|4|3|4,,,8/19- nest went from 3E to 1E between visits 8/23-nest empty with 2 large ghost crab burrows
629,30400,RUTE,2021,29.75872,-93.11985,0,0,fenced,,45,46,1,FALSE,,18,1,0,,N,N,,,29,3,H,H,H,H,,,H,H,28,29,3,3,0,46,46,WIPL,0,1,0,TRUE,TRUE,FALSE,26,46,46,46,46,,,6,20,0,3E,"1C, 2E",26|31|35|39|43|46,"3E|3E|3E|3E|3E|1C, 2E",0|5|4|4|4|3,,,
630,30401,RUTE,2021,29.75871,-93.11986,0,0,fenced,,41,41,0,TRUE,,22,,3,,N,N,,,,6,U-H,U-H,U-H,U-H,,,U-H,U-H,24,24,3,3,3,46,46,LETE,0,0,0,FALSE,TRUE,TRUE,26,43,43,46,46,,,6,20,1,BON,0E,26|31|35|39|43|46,2E|BON|BON|2E|BON|0E,0|5|4|4|4|3,,,"likely hatched, but cannot confirm"
631,30402,RUTE,2021,29.75872,-93.11976,0,0,fenced,,41,41,0,TRUE,,22,,3,,N,N,,,,6,U-H,U-H,U-H,U-H,,,U-H,U-H,24,24,3,3,3,46,46,LETE,0,0,0,FALSE,TRUE,TRUE,26,43,43,46,46,,,6,20,1,BON,0E,26|31|35|39|43|46,2E|BON|BON|2E|BON|0E,0|5|4|4|4|3,,,"likely hatched, but cannot confirm"
632,30404,RUTE,2021,29.7585,-93.11898,,,fenced,,41,41,0,TRUE,,22,0,0,,N,N,,,13,4,D,D,D,D,,,D,D,13,13,4,4,4,35,35,LETE,1,0,0,FALSE,TRUE,FALSE,26,31,31,35,35,,,3,9,0,1E,coyote,26|31|35,1E|1E|coyote,0|5|4,,,
633,30405,RUTE,2021,29.75703,-93.11406,,,fenced,,41,46,5,FALSE,,27,5,12,,N,N,,,24,3,H,H,H,H,,,H,H,19,24,15,15,0,46,46,LETE,0,1,0,TRUE,TRUE,FALSE,26,46,46,46,46,,,4,20,1,DNL,1C,26|31|43|46,2E|BON|DNL|1C,0|5|12|3,,,
634,30406,RUTE,2021,29.75714,-93.11171,,,fenced,,50,50,0,TRUE,,31,0,0,,N,N,,,8,4,D,D,D,D,,,D,D,8,8,4,4,4,39,39,LETE,1,0,0,FALSE,TRUE,FALSE,35,35,35,39,39,,,2,4,0,3E,0E,35|39,3E|0E,0|4,,,
635,30420,RUTW,2021,29.76408,-93.14574,30,40,none,,75,75,0,TRUE,,56,0,0,,Y,Y,N,F,18,5,U,U,U,U,F,F,F,F,18,18,5,5,5,74,74,LETE,0,7,0,TRUE,TRUE,TRUE,58,69,69,74,74,,,5,16,0,2E,0E,58|61|65|69|74,2E|2E|2E|2E|0E,0|3|4|4|5,,no eggs visible after IMAG0388; unclear what happened but was well before est HD,
